,assetID,contentFeaturization.overallTone,contentFeaturization.visualContentDensity,contentFeaturization.orientation,contentFeaturization.visualAttentionSpread,contentFeaturization.peopleCategories,contentFeaturization.foregroundColors,contentFeaturization.backgroundColors,contentFeaturization.tags
144,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0051/HNS_DM0051_CaramelSwingLace_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['underwear', 'skin', 'lace', 'wearing', 'waist', 'wear', 'pants', 'lingerie']"
145,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0051/HNS_DM0051_NavyLace_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki']","['white', 'off_white']","['leg', 'underwear', 'posing', 'lace', 'wearing', 'waist', 'wear', 'undergarment', 'lingerie']"
146,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0051/HNS_DM0051_Nude1TransparentLace_Front.jpg,warm,low,portrait,low,"['person', 'kid', 'woman']",['orange'],"['orange', 'white', 'off_white']","['leg', 'underwear', 'skin', 'standing', 'posing', 'lace', 'wearing', 'stand', 'waist', 'wear', 'pants', 'tan', 'undergarment', 'lingerie']"
147,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0051/HNS_DM0051_Nude1Transparent_Front.jpg,warm,low,portrait,low,"['person', 'woman']","['orange', 'pink']","['orange', 'white', 'off_white']","['leg', 'underwear', 'skin', 'standing', 'posing', 'wearing', 'wear', 'stand', 'pants', 'tan', 'lingerie']"
148,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0051/HNS_DM0051_OmbreRosePrintSheerPalePink_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'woman']","['orange', 'khaki', 'pink']",['white'],"['underwear', 'lace', 'wearing', 'waist', 'wear', 'pants', 'undergarment', 'lingerie']"
149,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0051/HNS_DM0051_PaperOrchidLace_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'woman']",['brown'],"['white', 'off_white']","['underwear', 'posing', 'lace', 'wearing', 'waist', 'wear', 'lingerie']"
150,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0051/HNS_DM0051_PinkPirouette_Front.jpg,warm,low,portrait,low,"['person', 'kid', 'woman']","['orange', 'pink']","['white', 'off_white']","['leg', 'underwear', 'skin', 'lace', 'wearing', 'waist', 'wear', 'pants', 'undergarment', 'lingerie']"
151,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0051/HNS_DM0051_Sandshell_Front.jpg,warm,low,portrait,low,"['person', 'kid', 'woman']","['orange', 'khaki']","['white', 'pink']","['underwear', 'skin', 'swimsuit', 'posing', 'wearing', 'waist', 'wear', 'swimwear', 'lingerie']"
152,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0066/HNS_DM0066_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki', 'dark_brown']","['white', 'off_white']","['hair', 'underwear', 'swimsuit', 'posing', 'camera', 'wearing', 'wear', 'sports_bra', 'lingerie']"
153,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0066/HNS_DM0066_CelestialPink_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['underwear', 'posing', 'wearing', 'camisole', 'wear', 'undergarment', 'lingerie']"
154,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0066/HNS_DM0066_EveningBlush_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'dark_brown', 'khaki']","['white', 'off_white']","['underwear', 'wearing', 'wear', 'undergarment', 'lingerie']"
155,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0066/HNS_DM0066_ParisNude_Front.jpg,warm,low,portrait,low,"['person', 'woman']",['orange'],"['white', 'off_white']","['underwear', 'posing', 'lace', 'wearing', 'wear', 'tan', 'undergarment', 'lingerie']"
156,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0066/HNS_DM0066_UrchinTeal_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'dark_brown']",['white'],"['hair', 'lingerie', 'swimsuit', 'posing', 'wearing', 'wear', 'sports_bra', 'suit']"
157,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0066/HNS_DM0066_White_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki']","['white', 'off_white']","['underwear', 'lingerie', 'swimsuit', 'posing', 'wearing', 'wear', 'swimwear', 'suit']"
158,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0070/HNS_DM0070_Almond_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki', 'dark_brown']","['orange', 'brown', 'white']","['hair', 'style', 'underwear', 'skin', 'posing', 'wearing', 'wear', 'sports_bra', 'tan', 'lingerie']"
159,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0070/HNS_DM0070_Black_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'dark_brown', 'pink']",['white'],"['underwear', 'swimsuit', 'posing', 'wearing', 'wear', 'sports_bra', 'lingerie']"
160,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0070/HNS_DM0070_EveningBlush_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'dark_brown', 'brown', 'khaki']",['white'],"['underwear', 'skin', 'posing', 'wearing', 'wear', 'waist', 'sports_bra', 'tan', 'lingerie']"
161,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM0070/HNS_DM0070_White_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['orange', 'brown', 'dark_brown']","['white', 'off_white']","['underwear', 'posing', 'wearing', 'wear', 'sports_bra', 'lingerie']"
162,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1188/HNS_DM1188_BlackBloomLace_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'black', 'khaki']",['white'],"['hair', 'underwear', 'lace', 'wearing', 'camisole', 'wear', 'lingerie']"
163,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1188/HNS_DM1188_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'black', 'khaki']","['white', 'off_white']","['hair', 'underwear', 'posing', 'camera', 'wearing', 'wear', 'sports_bra', 'lingerie']"
164,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1188/HNS_DM1188_CelestialPink_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'pink', 'dark_brown']",['white'],"['underwear', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'undergarment', 'lingerie']"
165,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1188/HNS_DM1188_DenimJacketBlue_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki', 'light_blue']",['off_white'],"['style', 'underwear', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'lingerie']"
166,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1188/HNS_DM1188_EclipseRed_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'dark_brown', 'red']","['white', 'off_white']","['hair', 'underwear', 'posing', 'lace', 'wearing', 'wear', 'lingerie']"
167,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1188/HNS_DM1188_GlossVintageMauveLace_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'khaki']",['white'],"['underwear', 'posing', 'lace', 'wearing', 'wear', 'sports_bra', 'lingerie']"
168,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1188/HNS_DM1188_ParisNude_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'dark_brown']","['white', 'off_white']","['crop_top', 'underwear', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'sports_bra', 'undergarment', 'lingerie']"
169,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1188/HNS_DM1188_SandshellBloomLace_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['orange', 'pink']",['white'],"['hair', 'underwear', 'posing', 'wearing', 'wear', 'sports_bra', 'lingerie']"
170,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1188/HNS_DM1188_UrchinTeal_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_blue', 'orange', 'khaki']",['white'],"['underwear', 'lace', 'wearing', 'wear', 'camisole', 'lingerie']"
171,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1188/HNS_DM1188_White_Front.jpg,neutral,low,portrait,low,"['person', 'woman']",['orange'],"['white', 'off_white']","['underwear', 'posing', 'lace', 'wearing', 'wear', 'undergarment', 'lingerie']"
172,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1195/HNS_DM1195_BlackEveningBlush_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['style', 'underwear', 'posing', 'lace', 'wearing', 'wear', 'lingerie']"
173,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1195/HNS_DM1195_EveningBlush_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'dark_brown']",['white'],"['style', 'underwear', 'posing', 'lace', 'wearing', 'wear', 'undergarment', 'lingerie']"
174,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1195/HNS_DM1195_NavyEclipseBlack_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['orange', 'brown', 'black', 'khaki']",['white'],"['underwear', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'tan', 'undergarment', 'lingerie']"
175,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1195/HNS_DM1195_RedStonewRoseBloom_Front.jpg,warm,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'black', 'red']","['white', 'off_white']","['underwear', 'posing', 'lace', 'wearing', 'wear', 'undergarment', 'lingerie']"
176,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1195/HNS_DM1195_Sandshell_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'black', 'khaki']","['white', 'black']","['underwear', 'posing', 'lace', 'wearing', 'wear', 'undergarment', 'lingerie']"
177,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1195/HNS_DM1195_White_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'brown', 'khaki', 'dark_brown']",['white'],"['hair', 'underwear', 'posing', 'lace', 'wearing', 'wear', 'camisole', 'undergarment', 'lingerie']"
178,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1196/HNS_DM1196_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'black', 'khaki']","['silver', 'off_white']","['style', 'underwear', 'posing', 'wearing', 'blonde', 'camisole', 'wear', 'sports_bra', 'lingerie']"
179,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1196/HNS_DM1196_EveningBlush_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['dark_brown', 'brown', 'khaki']",['off_white'],"['underwear', 'posing', 'lace', 'wearing', 'wear', 'camisole', 'undergarment', 'lingerie']"
180,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1196/HNS_DM1196_Sandshell_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['brown', 'khaki']","['silver', 'off_white']","['underwear', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'undergarment', 'lingerie']"
181,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1196/HNS_DM1196_StarlightBlue_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['underwear', 'posing', 'wearing', 'wear', 'camisole', 'undergarment', 'lingerie']"
182,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM1196/HNS_DM1196_White_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'brown']","['white', 'off_white']","['hair', 'underwear', 'posing', 'wearing', 'wear', 'lingerie']"
183,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM202C/HNS_DM202C_Black_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['orange', 'dark_brown', 'black']","['white', 'off_white']","['underwear', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'lingerie']"
184,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM202C/HNS_DM202C_DeepGreenPalm_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'brown', 'khaki']",['white'],"['underwear', 'wearing', 'wear', 'camisole', 'lingerie']"
185,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM202C/HNS_DM202C_Sandshell_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki']",['white'],"['underwear', 'posing', 'lace', 'wearing', 'wear', 'undergarment', 'lingerie']"
186,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM202C/HNS_DM202C_White_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'brown']","['white', 'off_white']","['underwear', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'undergarment', 'lingerie']"
187,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2300/HNS_DM2300_Almond_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki']",['white'],"['underwear', 'skin', 'posing', 'wearing', 'wear', 'sports_bra', 'tan', 'lingerie']"
188,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2300/HNS_DM2300_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'brown', 'khaki']",['white'],"['swimsuit', 'posing', 'wearing', 'wear', 'sports_bra', 'swimwear', 'swim', 'lingerie']"
189,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2300/HNS_DM2300_IcedMocha_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'brown', 'black']",['white'],"['hair', 'underwear', 'skin', 'posing', 'wearing', 'wear', 'sports_bra', 'tan', 'lingerie']"
190,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2300/HNS_DM2300_White_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki']",['white'],"['underwear', 'posing', 'wearing', 'blonde', 'wear', 'lingerie']"
191,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2301/HNS_DM2301_Almond_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['style', 'underwear', 'skin', 'posing', 'wearing', 'wear', 'tan', 'lingerie']"
192,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2301/HNS_DM2301_Black_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'black', 'khaki']","['white', 'black', 'off_white']","['underwear', 'swimsuit', 'jacket', 'posing', 'wearing', 'wear', 'swimwear', 'sports_bra', 'suit', 'lingerie']"
193,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2301/HNS_DM2301_IcedMochaLeopardPrint_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['underwear', 'posing', 'wearing', 'wear', 'sports_bra', 'lingerie']"
194,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2301/HNS_DM2301_White_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki', 'off_white']","['white', 'off_white']","['underwear', 'posing', 'wearing', 'wear', 'undergarment', 'lingerie']"
195,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2302/HNS_DM2302_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'black', 'khaki']","['white', 'off_white']","['crop_top', 'wearing', 'wear', 'sports_bra', 'tank_top']"
196,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2302/HNS_DM2302_EveningBlush_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki', 'pink']",['white'],"['crop_top', 'underwear', 'skin', 'posing', 'wearing', 'blonde', 'wear', 'sports_bra', 'tank_top', 'lingerie']"
197,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2302/HNS_DM2302_IcedMocha_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['crop_top', 'hair', 'underwear', 'skin', 'posing', 'face', 'wearing', 'wear', 'sports_bra', 'tan', 'lingerie']"
198,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2302/HNS_DM2302_Sandshell_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'dark_brown', 'khaki']",['white'],"['crop_top', 'hair', 'posing', 'face', 'wearing', 'wear', 'sports_bra', 'tank_top']"
199,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2302/HNS_DM2302_StarlightBlue_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['brown', 'black', 'cyan']",['off_white'],"['wearing', 'wear', 'sports_bra']"
200,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2302/HNS_DM2302_White_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'white', 'khaki']","['white', 'off_white']","['crop_top', 'underwear', 'posing', 'tank', 'wearing', 'wear', 'sports_bra', 'tank_top', 'lingerie']"
201,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2303/HNS_DM2303_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'black', 'khaki', 'beige']",['white'],"['wearing', 'wear', 'waist', 'sports_bra', 'exercise']"
202,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2303/HNS_DM2303_EveningBlush_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki']",['white'],"['crop_top', 'hair', 'underwear', 'skin', 'posing', 'wearing', 'waist', 'wear', 'sports_bra', 'lingerie']"
203,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2303/HNS_DM2303_IcedMocha_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['posing', 'face', 'wearing', 'wear', 'sports_bra']"
204,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2303/HNS_DM2303_Sandshell_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'dark_brown']",['white'],"['hair', 'underwear', 'skin', 'tan', 'posing', 'wearing', 'wear', 'sports_bra', 'holding', 'lingerie']"
205,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2303/HNS_DM2303_StarlightBlue_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['brown', 'khaki', 'cyan']",['off_white'],"['wearing', 'wear', 'swimsuit', 'sports_bra']"
206,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2303/HNS_DM2303_TrekkingGrey_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['royal_blue', 'brown', 'khaki']",['off_white'],"['crop_top', 'underwear', 'posing', 'wearing', 'camisole', 'wear', 'sports_bra', 'lingerie']"
207,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2303/HNS_DM2303_White_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki']",['white'],"['crop_top', 'underwear', 'posing', 'wearing', 'wear', 'sports_bra']"
208,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2305/HNS_DM2305_Black_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl']","['orange', 'khaki']","['orange', 'dark_gray', 'white']","['leg', 'underwear', 'skin', 'underpants', 'thigh', 'wearing', 'wear', 'pants', 'undergarment', 'lingerie']"
209,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2305/HNS_DM2305_EveningBlush_Front.jpg,neutral,low,portrait,low,"['person', 'boy', 'kid']","['brown', 'khaki']","['orange', 'khaki']","['leg', 'underwear', 'skin', 'underpants', 'wearing', 'wear', 'pants', 'tan', 'undergarment', 'lingerie']"
210,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2305/HNS_DM2305_Sandshell_Front.jpg,neutral,high,portrait,low,"['person', 'kid', 'woman']","['brown', 'khaki']","['orange', 'khaki', 'off_white']","['leg', 'underwear', 'skin', 'underpants', 'posing', 'lace', 'wearing', 'wear', 'pants', 'tan', 'lingerie']"
211,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2305/HNS_DM2305_White_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['brown', 'khaki']","['brown', 'white', 'off_white']","['leg', 'underwear', 'wearing', 'waist', 'wear', 'pants', 'lingerie']"
212,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2310/HNS_DM2310_Almond_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki']",['white'],"['hair', 'style', 'underwear', 'lingerie', 'posing', 'wearing', 'blonde', 'wear', 'blond']"
213,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2310/HNS_DM2310_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'brown', 'black']",['white'],"['underwear', 'swimsuit', 'posing', 'face', 'wearing', 'wear', 'sports_bra', 'swimwear', 'swim', 'lingerie']"
214,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2310/HNS_DM2310_White_Front.jpg,neutral,high,portrait,high,"['person', 'woman']","['dark_brown', 'brown']",['white'],"['hair', 'underwear', 'swimsuit', 'posing', 'wearing', 'wear', 'tan', 'lingerie']"
215,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2314/HNS_DM2314_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki', 'beige']",['white'],"['underwear', 'lace', 'wearing', 'wear', 'undergarment', 'lingerie']"
216,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2314/HNS_DM2314_BrightVioletIndigo_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['dark_brown', 'brown']","['white', 'off_white']","['hair', 'underwear', 'posing', 'wearing', 'wear', 'sports_bra', 'lingerie']"
217,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2314/HNS_DM2314_CoralZest_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['underwear', 'posing', 'lace', 'wearing', 'blonde', 'wear', 'camisole', 'sports_bra', 'undergarment', 'lingerie']"
218,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2314/HNS_DM2314_EveningBlush_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['underwear', 'lace', 'wearing', 'blonde', 'wear', 'undergarment', 'lingerie']"
219,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2314/HNS_DM2314_Sandshell_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki', 'pink']",['white'],"['underwear', 'wearing', 'wear', 'sports_bra', 'lingerie']"
220,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2314/HNS_DM2314_StarlightBlue_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['brown', 'khaki']",['off_white'],"['underwear', 'wearing', 'wear', 'undergarment', 'lingerie']"
221,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2314/HNS_DM2314_White_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'brown', 'khaki']",['white'],"['underwear', 'posing', 'wearing', 'wear', 'sports_bra', 'lingerie']"
222,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2315/HNS_DM2315_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'black', 'khaki']","['white', 'off_white']","['crop_top', 'face', 'wearing', 'wear', 'sports_bra', 'tank_top']"
223,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2315/HNS_DM2315_BronzedChestnut_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'brown', 'khaki']","['white', 'off_white']","['crop_top', 'hair', 'posing', 'wearing', 'wear', 'sports_bra']"
224,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2315/HNS_DM2315_EveningBlush_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki', 'pink']","['white', 'off_white']","['crop_top', 'skin', 'posing', 'wearing', 'wear', 'sports_bra', 'tank_top']"
225,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2315/HNS_DM2315_Sandshell_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'brown', 'khaki']","['white', 'off_white']","['crop_top', 'tank_top', 'posing', 'tank', 'wearing', 'wear', 'waist', 'sports_bra', 'exercise']"
226,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2315/HNS_DM2315_UrchinTeal_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'dark_brown', 'dark_blue']",['white'],"['hair', 'swimsuit', 'posing', 'wearing', 'wear', 'sports_bra', 'tank_top']"
227,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2315/HNS_DM2315_VenturePink_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki', 'dark_pink']",['white'],"['hair', 'posing', 'wearing', 'camisole', 'wear', 'sports_bra', 'tank_top']"
228,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2315/HNS_DM2315_White_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki', 'dark_brown']",['white'],"['long_hair', 'hair', 'crop_top', 'underwear', 'hand', 'posing', 'wearing', 'wear', 'sports_bra', 'holding', 'tank_top']"
229,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2316/HNS_DM2316_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'black']","['white', 'off_white']","['wearing', 'wear', 'swimsuit', 'sports_bra']"
230,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2316/HNS_DM2316_BrightVioletIndigo_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['royal_blue', 'orange', 'khaki']",['off_white'],"['underwear', 'posing', 'wearing', 'wear', 'sports_bra', 'lingerie']"
231,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2316/HNS_DM2316_BronzedChestnut_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['underwear', 'wearing', 'wear', 'sports_bra', 'tan', 'lingerie']"
232,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2316/HNS_DM2316_EveningBlush_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki', 'pink']",['white'],"['hair', 'underwear', 'skin', 'posing', 'face', 'wearing', 'blonde', 'wear', 'sports_bra', 'lingerie']"
233,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2316/HNS_DM2316_Sandshell_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['underwear', 'skin', 'posing', 'wearing', 'wear', 'sports_bra', 'lingerie']"
234,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_DM2316/HNS_DM2316_TrekkingGrey_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['royal_blue', 'orange', 'brown']","['white', 'off_white']","['hair', 'swimsuit', 'posing', 'face', 'wearing', 'wear', 'sports_bra', 'swimwear']"
